Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Pony_Unit_Snackasmacky_Chatter_Slayed_1_Key,Text,,,,,"Heal pls.","Heal pls.","Heal pls.","Heal pls.","Heal pls.","Heal pls."
Pony_Unit_Snackasmacky_Chatter_Idle_1_Key,Text,,,,,"Watch over Crunchie Munchie for me.","Watch over Crunchie Munchie for me.","Watch over Crunchie Munchie for me.","Watch over Crunchie Munchie for me.","Watch over Crunchie Munchie for me.","Watch over Crunchie Munchie for me."
Pony_Unit_Snackasmacky_Chatter_Idle_2_Key,Text,,,,,"You know what this train needs? Apple pies.","You know what this train needs? Apple pies.","You know what this train needs? Apple pies.","You know what this train needs? Apple pies.","You know what this train needs? Apple pies.","You know what this train needs? Apple pies."
Pony_Unit_Snackasmacky_Chatter_Idle_3_Key,Text,,,,,"The Crucible is a fascinating place.","The Crucible is a fascinating place.","The Crucible is a fascinating place.","The Crucible is a fascinating place.","The Crucible is a fascinating place.","The Crucible is a fascinating place."
Pony_Unit_Snackasmacky_Chatter_Idle_4_Key,Text,,,,,"Let's round up these winged and buck 'em off our train!","Let's round up these winged and buck 'em off our train!","Let's round up these winged and buck 'em off our train!","Let's round up these winged and buck 'em off our train!","Let's round up these winged and buck 'em off our train!","Let's round up these winged and buck 'em off our train!"
Pony_Unit_Snackasmacky_Chatter_Idle_5_Key,Text,,,,,"Eat up y'all!","Eat up y'all!","Eat up y'all!","Eat up y'all!","Eat up y'all!","Eat up y'all!"
Pony_Unit_Snackasmacky_Chatter_Idle_6_Key,Text,,,,,"Let's serve them a plate full of pain!","Let's serve them a plate full of pain!","Let's serve them a plate full of pain!","Let's serve them a plate full of pain!","Let's serve them a plate full of pain!","Let's serve them a plate full of pain!"
Pony_Unit_Snackasmacky_Chatter_Idle_7_Key,Text,,,,,"Huddle up, everypony.","Huddle up, everypony.","Huddle up, everypony.","Huddle up, everypony.","Huddle up, everypony.","Huddle up, everypony."
Pony_Unit_Snackasmacky_Chatter_Idle_8_Key,Text,,,,,"Get your own hat!","Get your own hat!","Get your own hat!","Get your own hat!","Get your own hat!","Get your own hat!"
Pony_Unit_Snackasmacky_Chatter_Trigger_OnHeal_1_Key,Text,,,,,"That's the stuff!","That's the stuff!","That's the stuff!","That's the stuff!","That's the stuff!","That's the stuff!"
Pony_Unit_MareYouKnow_Name_Key,Text,,,,,Mare You Know,Mare You Know,Mare You Know,Mare You Know,Mare You Know,Mare You Know
Pony_Unit_MareYouKnow_Description_Key,Text,,,,,"Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.","Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.","Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.","Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.","Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.","Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">."
Pony_Unit_MareYouKnow_Essence_Key,Text,,,,,"+3[attack], +8[health], and '<b>Resolve</b>: Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.'","+3[attack], +8[health], and '<b>Resolve</b>: Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.'","+3[attack], +8[health], and '<b>Resolve</b>: Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.'","+3[attack], +8[health], and '<b>Resolve</b>: Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.'","+3[attack], +8[health], and '<b>Resolve</b>: Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.'","+3[attack], +8[health], and '<b>Resolve</b>: Draw a card and apply -1[ember] or +1<sprite name=""Xcost"">.'"
Pony_Unit_MareYouKnow_Lore_Key,Text,,,,,"Full of facts and useless trivia, she's always the one to maresplain things in the most condescending way possible. I'm surprised her friends can put up with her, but her ingenuity is a great asset if you can get past her personality. That's the Mare You Know, I guess.","Full of facts and useless trivia, she's always the one to maresplain things in the most condescending way possible. I'm surprised her friends can put up with her, but her ingenuity is a great asset if you can get past her personality. That's the Mare You Know, I guess.","Full of facts and useless trivia, she's always the one to maresplain things in the most condescending way possible. I'm surprised her friends can put up with her, but her ingenuity is a great asset if you can get past her personality. That's the Mare You Know, I guess.","Full of facts and useless trivia, she's always the one to maresplain things in the most condescending way possible. I'm surprised her friends can put up with her, but her ingenuity is a great asset if you can get past her personality. That's the Mare You Know, I guess.","Full of facts and useless trivia, she's always the one to maresplain things in the most condescending way possible. I'm surprised her friends can put up with her, but her ingenuity is a great asset if you can get past her personality. That's the Mare You Know, I guess.","Full of facts and useless trivia, she's always the one to maresplain things in the most condescending way possible. I'm surprised her friends can put up with her, but her ingenuity is a great asset if you can get past her personality. That's the Mare You Know, I guess."
Pony_Unit_MareYouKnow_Chatter_Added_1_Key,Text,,,,,"I am the best pony.","I am the best pony.","I am the best pony.","I am the best pony.","I am the best pony.","I am the best pony."
Pony_Unit_MareYouKnow_Chatter_Attacking_1_Key,Text,,,,,"They won't know what hit them!","They won't know what hit them!","They won't know what hit them!","They won't know what hit them!","They won't know what hit them!","They won't know what hit them!"
Pony_Unit_MareYouKnow_Chatter_Slayed_1_Key,Text,,,,,"You were supposed to protect me!","You were supposed to protect me!","You were supposed to protect me!","You were supposed to protect me!","You were supposed to protect me!","You were supposed to protect me!"
Pony_Unit_MareYouKnow_Chatter_Idle_1_Key,Text,,,,,"Common cards only appear in the first two rings.","Common cards only appear in the first two rings.","Common cards only appear in the first two rings.","Common cards only appear in the first two rings.","Common cards only appear in the first two rings.","Common cards only appear in the first two rings."
Pony_Unit_MareYouKnow_Chatter_Idle_2_Key,Text,,,,,"Banner units have priority draw.","Banner units have priority draw.","Banner units have priority draw.","Banner units have priority draw.","Banner units have priority draw.","Banner units have priority draw."
Pony_Unit_MareYouKnow_Chatter_Idle_3_Key,Text,,,,,"Your champion will always be in your first hand.","Your champion will always be in your first hand.","Your champion will always be in your first hand.","Your champion will always be in your first hand.","Your champion will always be in your first hand.","Your champion will always be in your first hand."
Pony_Unit_MareYouKnow_Chatter_Idle_4_Key,Text,,,,,"You can hold up to ten cards.","You can hold up to ten cards.","You can hold up to ten cards.","You can hold up to ten cards.","You can hold up to ten cards.","You can hold up to ten cards."
Pony_Unit_MareYouKnow_Chatter_Idle_5_Key,Text,,,,,"You can have more intrinsic cards than draw and still get them all first turn.","You can have more intrinsic cards than draw and still get them all first turn.","You can have more intrinsic cards than draw and still get them all first turn.","You can have more intrinsic cards than draw and still get them all first turn.","You can have more intrinsic cards than draw and still get them all first turn.","You can have more intrinsic cards than draw and still get them all first turn."
Pony_Unit_MareYouKnow_Chatter_Idle_6_Key,Text,,,,,"The flying bosses on rings three and six will always drop a rare pack.","The flying bosses on rings three and six will always drop a rare pack.","The flying bosses on rings three and six will always drop a rare pack.","The flying bosses on rings three and six will always drop a rare pack.","The flying bosses on rings three and six will always drop a rare pack.","The flying bosses on rings three and six will always drop a rare pack."
Pony_Unit_MareYouKnow_Chatter_Idle_7_Key,Text,,,,,"A smaller deck is a winning deck!","A smaller deck is a winning deck!","A smaller deck is a winning deck!","A smaller deck is a winning deck!","A smaller deck is a winning deck!","A smaller deck is a winning deck!"
Pony_Unit_MareYouKnow_Chatter_Idle_8_Key,Text,,,,,"If you only have one banner unit, you will always draw them first turn.","If you only have one banner unit, you will always draw them first turn.","If you only have one banner unit, you will always draw them first turn.","If you only have one banner unit, you will always draw them first turn.","If you only have one banner unit, you will always draw them first turn.","If you only have one banner unit, you will always draw them first turn."
Pony_Unit_MareYouKnow_Chatter_Idle_9_Key,Text,,,,,"There's about a 40% chance of seeing any specific rare card each run.","There's about a 40% chance of seeing any specific rare card each run.","There's about a 40% chance of seeing any specific rare card each run.","There's about a 40% chance of seeing any specific rare card each run.","There's about a 40% chance of seeing any specific rare card each run.","There's about a 40% chance of seeing any specific rare card each run."
Pony_Unit_MareYouKnow_Chatter_Idle_10_Key,Text,,,,,"Rare banner units are quite rare indeed.","Rare banner units are quite rare indeed.","Rare banner units are quite rare indeed.","Rare banner units are quite rare indeed.","Rare banner units are quite rare indeed.","Rare banner units are quite rare indeed."
Pony_Unit_MareYouKnow_Chatter_Idle_11_Key,Text,,,,,"Tethys smells like old leather.","Tethys smells like old leather.","Tethys smells like old leather.","Tethys smells like old leather.","Tethys smells like old leather.","Tethys smells like old leather."
Pony_Unit_MareYouKnow_Chatter_Idle_12_Key,Text,,,,,"You can replay a battle by exiting and resuming the run.","You can replay a battle by exiting and resuming the run.","You can replay a battle by exiting and resuming the run.","You can replay a battle by exiting and resuming the run.","You can replay a battle by exiting and resuming the run.","You can replay a battle by exiting and resuming the run."
Pony_Unit_MareYouKnow_Chatter_Idle_13_Key,Text,,,,,"The three different item merchants are all named Frank.","The three different item merchants are all named Frank.","The three different item merchants are all named Frank.","The three different item merchants are all named Frank.","The three different item merchants are all named Frank.","The three different item merchants are all named Frank."
Pony_Unit_MareYouKnow_Chatter_Idle_14_Key,Text,,,,,"The Boneshaker travels at 66.6 kilometers per hour.","The Boneshaker travels at 66.6 kilometers per hour.","The Boneshaker travels at 66.6 kilometers per hour.","The Boneshaker travels at 66.6 kilometers per hour.","The Boneshaker travels at 66.6 kilometers per hour.","The Boneshaker travels at 66.6 kilometers per hour."
